"SELF_1","SELF_2","SELF_3","SELF_4","SELF_5","SELF_6","OBS1_1","OBS1_2","OBS1_3","OBS1_4","OBS1_5","OBS1_6","OBS2_1","OBS2_2","OBS2_3","OBS2_4","OBS2_5","OBS2_6","OBS3_1","OBS3_2","OBS3_3","OBS3_4","OBS3_5","OBS3_6"
3.04235120178006,3.11721606566811,2.73793586284048,3.42639253672703,2.95445167959876,3.47517273459614,2.73929491440635,2.67628934516054,3.05678473728164,2.59603453996603,3.62829888822201,3.34138134279618,2.26320431417592,1.9166350506121,2.40799348759081,1.49988826441212,1.35001547414922,2.47171595446218,3.2460125647091,3.32585838100448,2.63364845532736,3.76538312874493,3.66052849209871,3.01937232142403
3.92340283252762,3.46956209282895,4.59243232825941,3.41914234173446,3.80565117640565,4.07624950944669,3.69833096309727,3.9776113596825,3.62590499631867,3.65572817061648,2.80798887462025,4.31908382025676,4.18174577234891,3.59538706793941,3.40889236149161,4.29459205694877,3.7049201559634,3.93161604308709,5.6917942535877,4.39039517407437,5.24339941316877,5.04925299622334,4.23173244319808,5.34491018282532
3.72174185263519,3.52727574352711,2.99305870805849,3.20740393593074,3.29915146181156,2.91273071722832,3.52314135283652,3.51902152675364,3.90162572538257,4.08590394118692,3.34909792978919,4.06843093407424,4.55001376918087,4.97358172400214,4.87956921682716,4.74353211964691,4.15916675257522,4.06624187893457,2.99896261680505,2.49233496547851,3.51590133340803,2.69801273113354,2.8859080762398,2.58594363846762
4.56384205170829,4.07358327457581,4.37704430445315,4.22992187225244,4.31471994814119,4.39568048372436,4.58507349855751,4.85694716084213,4.64816036915606,4.52761541541086,5.22680085321454,4.76666785620481,4.28053605399133,5.24707738266746,5.03081340528492,5.01836176100579,5.13568306466851,4.58068584919742,2.99980872641473,4.04312921822288,3.87888521177043,3.27446735358817,4.35720518082986,3.31937833395799
3.98247254420882,3.75400216009991,3.58272284162145,3.72480105466959,2.77073307838372,3.63718194619221,3.45088321748926,3.21718116461663,3.48721843541317,4.20025662584587,2.50539136528166,4.19691274150169,2.7208369289209,2.39200214209444,2.29682710423299,2.592709014793,2.16461474351641,2.16491693223355,4.0837209408796,3.53814926710688,3.70556960115329,3.47981963096629,3.48527123138885,3.29140342253651
4.28007041037722,3.00834026921851,3.39836819529554,2.94681464873834,3.63639761170457,3.59277512876857,4.33119870742795,4.16933450812665,3.62329438080263,4.46820288232665,3.82855322273628,3.85920571131129,3.98134239712844,3.16285289781493,2.36367292708066,3.32826367270765,3.28164680719456,3.34049870131188,3.05853196855724,2.93310958504301,3.36548412594332,2.80227752058274,3.73012668759024,2.94371255933166
2.70579482000207,2.84494053820526,2.66571678380077,2.62400877717832,2.99269457694387,1.81263072455498,2.90381099122167,2.36478661463778,3.55270286012863,3.08074946121918,3.74139367093259,3.71889441857875,3.37843811242786,2.90539962753993,2.38685755618705,1.48109048663786,3.13613305801746,3.41995129546665,3.36713784079621,2.64261822008341,3.49160859774922,3.3749628788241,3.17520006235698,3.01169993787987
1.9982415752898,3.25487416588792,1.81880056875877,1.97517379838998,0.908445154154917,2.07984789487244,3.12127454171994,2.53664679791873,2.98632867349316,3.39762407537141,2.72124073569553,3.36482807095866,3.00606317929288,3.36519270156889,2.98342504593627,2.14852756683664,1.68891698270632,3.1654324504708,3.02721251051059,2.68131861816172,2.17459233010746,2.44189381923051,2.38508131283305,1.87813696032502
5.18462991808797,5.1457382971378,5.72477658913679,5.24303773516364,5.11835946887643,5.54286657976214,4.68456720802474,5.52097341808287,5.33315475756408,4.6910111029564,4.78681944713815,4.98237389035623,4.65754407005615,4.45572868489639,5.19653180993351,3.8998579476708,4.18757369775356,3.65331295352491,5.61772785287022,5.29950121654951,4.89027402929105,5.09400977297661,5.62533742280829,5.3310646372826
4.51368714230479,3.96936849025482,4.39377905593549,5.8826615312927,4.39157481491728,5.62873595514047,5.65186072925016,5.44853220943503,5.89559314077735,5.29950960590328,5.27175998478894,5.90487896973012,5.38917866729679,4.99701257580349,4.67220959428769,4.44907766772622,5.7290489573847,4.91724708662638,5.32266414232434,5.36787582576692,5.25398231969127,4.43917459711127,4.45743682777497,5.12220488004456
6.75946321113276,7.41868016844653,6.09648810483131,6.36595725421102,6.41625717107011,6.08959286991161,4.42409789692022,4.33920471075607,4.4694799409387,4.74965673233674,3.63262434000174,4.33587584745333,5.36983962211722,4.7784983906332,5.32159952843325,3.98055842977446,4.57811342254368,4.23425989719719,4.71623583315883,5.61693899480434,5.10973912889667,5.0630002652309,5.099405782733,4.3168887483381
3.35203962007644,5.02629425245578,4.11052251013099,4.48583527324426,3.58569748543546,4.78338392157216,3.70817335740129,4.15327654664324,3.96826587677265,3.06650665744304,3.67598548751497,3.67850446830043,3.04533612568582,3.91374349161368,3.78344155494687,3.21870545756165,3.9839800982584,3.29803561064075,3.16057625382437,3.81140439423659,4.83357750969915,3.03046408237747,3.32287655144003,3.7582498704608
3.66887285588712,4.17007325878646,3.08725943056265,4.06758456572713,3.37812123616804,3.7138089721883,2.76871041577399,3.70312471840649,3.46700397075345,3.60780725962121,3.7474158982691,3.19343097780807,3.40861094024473,3.48986493155751,3.62328410622926,3.08104017410925,3.99098117289809,4.46219971256831,3.4563633906097,4.66698531001921,4.5749175587228,4.56109760449959,4.21430727435054,3.55834113835132
3.56739826694041,3.70493698687809,3.26654249577841,4.05717588292751,3.90004662685493,3.25297444263108,4.42643417708988,4.05819284092713,4.18694913100527,4.62092832655922,2.80816629893714,3.90407023454866,4.22152595944997,3.96710254465259,4.18476712416926,4.17862624728299,3.86799587336831,3.19143651380534,4.16758054382558,4.10963061358632,3.56172985146793,3.39930915723844,3.28881091916125,3.76361281716931
3.83322921315648,4.40474763794409,3.24173555129756,3.13842241573855,3.86450934095083,3.16430994029906,3.08527452596969,4.21778296997073,3.85725084638157,3.72592881729749,3.94222323116385,3.45430509621872,2.96184680591458,3.95527704050124,4.03711426299999,2.80439864936166,3.09440842059725,3.53789339544569,2.92551517849973,2.47106296159325,2.67064343682936,2.26872520239298,2.32015489012663,2.51762273112033
3.53414786935493,2.94026686181193,3.61972895724361,3.81427000917606,4.40741028257902,3.94921965358294,3.58197827254652,4.10122348592251,5.35698590261138,3.91753276404704,4.27413259636144,3.62332038698202,3.49684253845802,4.51632400151787,4.39950823140458,4.43421212896625,4.53873820480544,3.84820659605714,4.5474408997891,4.16242767269899,3.55664091047553,5.10461843254774,4.73669867474602,4.40286087535186
4.83833497463196,4.93150210113771,5.88161771844839,5.69535022647221,5.06536980966697,6.00179861328317,4.6437381257529,5.3411099011657,4.11784845483905,4.59400057009443,5.12601823856952,4.64284656940225,4.85685566483115,4.81959676827105,4.22811264408744,4.72022419297099,5.10918152984744,4.05932192541886,6.1770100162044,6.05688977057443,5.87410075322353,5.63183511139689,5.90401907532811,5.94260181465146
3.23857651133143,2.8698357492592,2.43912726709343,3.53393955930435,2.77304580606501,2.52059827913183,2.90355249139794,3.0619790016644,3.23539324667766,3.10456342147898,2.97387618165522,2.51558043512744,3.34569401535813,3.60527487294164,3.37155167299781,2.83179984865339,2.94679112981437,2.77067716901548,2.11924672734041,3.04362132472398,3.09052582718209,3.28005390040923,2.62829329159877,2.17669352906053
5.0260521493151,5.21418167059632,3.98354211840555,4.01572403454693,4.28458662989329,4.30258884764765,4.63565379448024,4.59837720336541,5.2825378333102,5.836124545242,5.41936318968917,4.64983668034779,5.52736622735721,4.91975204840608,5.4119419043613,5.17632225947136,5.25001677589148,4.30414134572066,5.00060232703435,5.33499090739967,4.8824740059331,4.03234483088553,5.96336888567554,4.35115747625669
3.45429917025681,4.0953083030219,3.80398662023565,3.62700919737197,3.92788849544139,3.88041455323749,2.68026986327061,3.45347486682925,3.88885272692063,3.78154621966687,3.33597440062419,3.29959881511,4.23485096763385,3.78814235971049,3.78432555880799,3.42824863925461,4.75250115768015,4.68205193392849,4.14768885901508,3.74054517949149,4.1631854414103,3.84665524447697,3.92895125826389,3.70592755924308
4.82819113658727,4.04349473000366,3.36394439815515,4.34123424127758,4.53509137336684,3.46465161086663,3.89714962603495,4.17896069157447,4.08152920853289,5.0597369295379,3.5571565874645,3.49376712724793,3.09591846535778,4.25820338600847,3.35286733880939,3.32841550628392,3.7764065051244,3.44773127789877,3.51138917129154,4.32917892125074,4.6993246249916,4.3731967850087,4.06651450273831,3.77211935396023
4.66613366162323,4.05571780622695,4.12507541002055,4.7814223368307,4.27969963703252,4.32068675801482,5.02470021928076,5.86115467751071,5.00735433158208,4.95546187128924,5.56099832790032,5.01324998686663,5.39013333381199,5.20878742338364,4.69661358616982,4.91149193865454,4.19970344659833,5.70947606871573,4.76867174515157,3.90967325383153,4.81429738768288,5.23045330743218,4.32279179571013,4.87174083193125
4.28300087766751,4.00724290292863,3.59179440856391,4.96859834802709,4.52526403847247,3.75569030165141,2.52926449286225,2.54358843146958,3.06886920457662,3.48820065097868,3.53605117823726,3.30705062309955,3.66570701899021,3.18417374623408,3.94121084937875,3.88638459849982,4.55855280238761,3.96098104948312,3.09834301877794,2.67535706251087,2.96419356671688,3.15711727455384,3.14604768764464,2.80694529700725
3.67320094822192,2.57485274833342,4.15603513423481,3.19935945391486,3.26294997446707,3.68196953840447,2.85672615386627,1.98668790951292,2.14785304978058,2.96506058834937,2.99463136752021,3.15113824197673,3.34843903835545,3.61633746477422,2.93278324505248,3.55867171164591,3.52292576406151,3.72574725162547,3.75969444225442,3.74019960511567,4.6451600197686,3.45593882687482,3.95409827511309,3.21497438159148
4.25801848124728,4.13717564532134,4.21764445763517,3.8545163565829,3.52408582141247,4.5164639180219,4.5532209641698,3.38634851942364,3.45756904602963,3.54154994301333,4.24411454199313,4.20857559055419,4.57235966252207,5.29776724725663,5.36604233201592,5.66323351978103,6.19691734019471,5.01208239633621,5.48116967416219,3.99132248812145,4.44570298881763,3.29112444405341,3.989087525935,5.05130288652773
4.44100229404632,4.34472887245619,4.02904906633563,4.2540252876682,3.70667121302184,3.81314140665301,4.50558453216511,4.44273935008172,4.92434954410343,4.24658901549241,4.75375772834855,5.52149338588923,4.00993820934841,4.38213645477325,5.23237556532855,4.87203879627593,4.89261072711631,4.57542979482137,4.71994954513625,4.41910967078409,4.20443541162834,4.4164027633221,3.30775886261292,4.89995502952683
3.64248100602825,3.75631624749007,4.2343701373707,3.62763191264972,2.90717949511358,3.71829066484304,4.09122267548245,4.87384936708465,3.75463097840327,3.77374216490913,4.33609296694404,3.58823960067731,4.32418361548572,3.51029840332517,3.78783940807349,5.1993914507976,4.04129731807966,2.84569637413811,2.78894905300214,2.98215910335187,3.67491162931504,3.52166499856802,3.6295193024012,3.43711955569594
5.52310063213956,5.45203766623283,4.30253219457723,5.28930506525643,4.74010536424074,5.34248919840531,3.45966708028437,3.79712626091083,3.5109601535148,3.59554801429194,3.50985024478403,3.27109419794794,2.97614730352644,3.92555056259326,3.41399000360392,4.02549068242704,3.45454115857508,4.02698840832789,4.51195691656109,4.19691091637402,4.04996344394532,4.02707512419266,4.71873561639195,4.58536430194882
5.32411171163896,4.60511860960746,4.3834481441908,5.53165134379157,4.38647136229731,5.51602246157938,5.30332668237723,5.7421941201197,4.08635371422017,5.13477977339952,4.46600296822341,4.99322336725585,4.365080150636,4.66263964423961,5.36215796697174,5.54298733721955,5.17969370943611,4.87519640605045,5.29122619035932,5.17355962378337,4.91493831488598,5.60089826509309,4.4191894701738,4.6256655913606
3.80441846793221,3.44205683217027,3.68093307417266,2.78661984840365,3.49159817191291,3.66927316370227,2.80136862496072,1.88548574299091,2.57329182600154,2.73173557847335,3.33775415719076,3.46763267625608,3.07528519902339,3.20956690081188,3.31103450940922,3.29647913116179,3.46309532135177,3.25296156865642,4.01207672095657,3.19691537390946,2.95135223260843,3.50733454448732,4.43814150258116,3.69350355473734
3.83180171540714,3.46453737458998,2.82521410805775,3.85223722181511,4.15887395875115,3.29730777437641,3.67329560566292,3.06427542413258,4.4375429217427,3.19075378180491,4.86447861169418,4.01383571744807,2.90274141514762,3.6779114993816,3.43723939791872,3.43831252080893,2.85149756634736,2.56663921947272,1.66320874505861,2.92174731860552,1.84174193938885,2.80843732792041,2.94722653351871,2.40298313810279
4.45255792914782,2.80050782558351,4.04820358647469,4.57212637289001,4.10575314418807,4.2235191346061,3.87929393235329,3.78666605530908,3.81661854950195,3.8458762522196,3.20237296636113,3.55198670991932,2.56128293592193,3.56556234164165,3.55256437736927,3.19014322583579,3.65375764174786,3.45601594696235,2.58049616423247,2.86188765846547,3.07749505961561,2.73988547617264,3.60761363412072,3.10461208315516
3.52216892853663,3.94125928964986,3.74411272295423,4.0480623850717,3.20859249563688,3.98307348401331,4.41339490928257,5.00399988561007,5.05427186117647,4.55818723144495,4.29477822059477,4.31930687789125,3.49080670889592,3.52886530223126,4.45995483783099,3.07636136005013,3.4038418324217,4.00892498641571,3.51182667248409,3.78452899771825,3.02250097717592,4.052513368522,3.47135613333346,3.64527265368721
4.70160595924103,3.88867214209773,3.44625500163251,4.77694601268981,4.29382338785856,4.62445146877994,3.96290843691596,3.95406180888389,4.31835663472995,3.57905658870771,4.00787560395332,4.04476035393593,4.72895052952751,4.90062533098428,3.76817366455508,5.04842319173897,3.8382066457664,4.23776630226904,3.76429583877011,4.52947371431732,4.10408203401832,3.9836183657473,4.03489760646554,4.26062002324184
5.17707962007028,5.12383041634081,5.22121721444578,5.34657928175599,6.36035421604082,5.809702194329,5.4872894807003,5.35605011780296,5.39536290759263,6.01343892217953,6.47764723118929,5.23820822144781,5.30163314487784,4.5932754072934,4.62432812765937,5.3706461352871,4.70072676501358,5.22425516939748,4.30746244768964,4.50072246430175,4.16263237855047,5.04532215015586,5.20883519382636,5.16335551209725
2.76034027782014,3.33886943463437,3.48782028005002,2.80950864497396,3.01267724699587,3.72807407841759,2.3561038630976,2.44477836470769,2.86966103497626,2.60411402306378,3.17917876972494,2.86521455438047,1.86477777691235,1.60482751363613,2.69438705901828,1.36441993194383,2.24179342918924,1.87397164783807,1.67309193520878,2.87513127155609,2.37658847315293,2.7441883372655,1.95817569854303,2.75513670339031
5.65754200153572,6.28370244005073,5.40210548869299,5.30053107043246,5.47163877786833,6.22294428654001,4.65445565959245,4.74902624501543,4.52179601922704,4.0246230477313,4.4803382035175,4.5499087173431,5.57052045463793,4.97859958159195,4.9464605539982,4.58704499128982,3.96543582431196,4.42866815784581,5.09586986602853,4.71918758955909,4.73880111771015,4.73334036676834,5.09283627242014,4.70036276619312
5.06917571730646,5.20767378675386,5.29749576980099,4.54905923489185,4.5643789659344,5.0567971616093,3.77497915667876,3.83762681946728,3.7256774026655,3.85406871522976,3.89338027783624,4.99743510139611,2.80428113195885,3.54675068612807,3.3924691299692,3.80942722560358,3.94335089689429,4.42096891461847,4.91515575699883,5.14908043204779,5.86092069068644,4.44408241812663,4.81937133620757,5.34201979292301
2.28867928103504,1.7475425934758,1.94308974484362,2.57330840519217,2.09661033479967,2.86455002319807,3.351971551403,4.99394493156487,4.11647903291783,4.07277649634972,3.78796359210435,3.46442330108016,4.18132875766128,3.87279703036429,4.82918973232194,3.35908486159414,5.18335777878855,4.25376477078846,2.4411920394305,2.7654078769278,2.63009876220526,2.92900761900708,2.94394755813615,3.2002557621981
3.3201314134802,3.75594645990559,4.21341063744553,3.60027048513584,4.73919051122312,3.72819589278437,4.20840418489612,4.83239874515522,4.93730228608627,5.03253578288651,4.35396389277505,4.45029507007018,4.06202368770059,3.21525568033921,3.07110366571169,3.95353982557424,2.93401567688158,3.67057985745311,4.90516655530061,3.32217239508698,3.78152240268577,3.8861836995229,4.06275592963199,4.06307085429222
5.53449381642084,5.33618372669683,5.68173645308716,5.80598965811502,4.95855918580015,5.18697552004221,4.66551805602216,4.53952625647486,4.60543827422434,4.40680208546333,4.81856280071278,4.44987051358836,3.50062986854535,4.05691339360818,4.24530496285751,4.17140904920813,3.03961499068239,3.79035362259121,4.90208437001056,5.60285831801851,4.60928568230017,4.744855234368,5.04915683677361,4.49082540635891
2.39391209447266,2.82046345486095,3.57411839668343,2.91345749208685,1.36448076227184,3.08859277520342,3.9480823199387,4.05701865092424,3.69451558348346,3.28603829838768,3.78910518963721,3.39216387199916,3.88743100536972,4.32606159699319,4.70711020328328,3.82351958664324,4.07547863034559,4.4701974694894,4.63344406346681,4.61315312004936,4.79160443595237,4.31046032654493,4.68530813618541,5.18214777806007
4.15400771601707,4.17298802342875,4.36111026808653,4.26535362306284,5.06818174549308,4.54385245520287,4.45003955066316,3.66220984455113,3.11839736845057,3.76053684340182,4.59640141396979,3.88439300086433,3.759191892502,4.88118937839074,4.82066452755746,5.07545741944651,4.63056604757322,4.3809546277272,4.42981618833238,3.55286775136365,3.92654899354195,4.33528668440925,4.12744426113219,4.74089770275366
2.05462288803669,2.55056312261087,1.91856881528807,2.64702367282773,1.97909454866166,1.73220187902705,3.04142577274851,3.61873976425705,3.19242903525522,3.43010158695824,2.8133850204756,3.52524995365136,2.9411196009303,2.41341177324795,3.3005372225341,2.58493678326341,2.4114025166048,3.11604115861503,2.69944329867593,3.19024390154143,2.7278486050588,2.36861457180075,2.78285269621384,2.18840048421721
3.88496785844425,3.70512582458132,3.15408748057181,3.42221643952327,3.91247876160065,3.69396193291741,4.24808993993049,3.8876780217233,4.2646779406312,3.9128299477617,3.1821430286029,4.94024982413222,2.49263803031465,3.40116251022948,2.42114288102563,2.71779837159935,2.49538322089307,3.35414533527423,2.78930108754877,3.96614482099883,3.09710679082627,3.84985685538058,4.13984965034916,3.36230546399521
4.74795728751405,4.72917295031962,4.81637587847853,5.24243347182818,4.03587046207124,4.90988894032096,4.80778133863016,5.8048534385932,5.21918808424052,5.13625612257667,5.92315142550219,5.41761235918903,5.39495970847852,5.58689535595425,5.25247011803813,5.26887780609683,5.44790279388393,5.03096608530165,5.61676120813601,5.01089729011925,4.81385012178656,4.91294320058824,4.8165087540975,5.93160173874848
3.99903245070761,2.97897028263635,3.04135672063751,2.28647820377427,3.06881138491212,3.73976460418547,1.61959533975486,1.56783986204549,0.987613024682992,1.96214150674421,1.80364282440702,1.70373130122491,2.31621763125366,2.92475333384518,2.5144300299575,2.80604740997802,2.27657257578466,2.00737876038455,4.20581775533806,4.34927109166965,4.7775615932945,4.52080377007333,4.99693817024238,4.27493199413626
3.64005572388027,4.35824485914295,3.58977059036426,3.39664718674721,4.49757836082034,3.90680154172657,3.7234930736862,3.86471296636069,4.15423078670592,4.37915987972897,4.19795935266678,4.29004323264172,2.99596527200883,2.45357665888851,3.32072993684674,2.62169583642303,2.99432487175831,3.33401758167352,3.60217147231449,1.76626111650603,3.52760069786147,3.12554126199046,3.14999431716725,3.3144218722785
2.91541877746368,3.62288631579154,4.30886080698238,3.84520480520984,3.30835595340321,3.39567070191996,3.93773384796302,2.86837555817505,3.30385106624638,2.92329924526968,3.67703747529657,3.55624240310431,4.37034965437097,3.99384810354561,4.22163353437943,3.95220529159389,3.80837093193976,4.66152744479418,4.04579222566498,3.51065857327317,3.6284429368017,4.83095577230017,3.51238083193405,3.69481882742197
6.3259259185694,4.85157571551303,5.45430722518636,4.39047546757829,5.4199706205723,5.1008857050685,4.06362618323491,3.94838550440503,3.69890817326988,4.05639619416852,3.70794218585804,3.14716469471513,4.19317205441344,3.88910616784126,4.14486054472397,3.46535517827498,2.65386187268287,3.74558694704201,3.56935469786885,4.88181280072397,3.55018208593975,3.91926796794036,4.33791709036044,4.42045092718998
4.53341289830253,4.23218856893339,3.37112471571763,4.41480873116244,3.49648530725188,3.76166947049888,5.52032304693232,4.64178431381762,5.18266197647762,4.88118012435341,4.76110004673447,4.93761708062294,3.98826805834251,4.19735744446669,3.56347152515695,3.3403465081494,4.21047415965952,4.2048267799064,5.95298159679143,5.57253322461488,5.61348080050006,5.32178898479512,5.01647733078046,6.15598719609065
4.50017239810825,3.98663749323043,4.00135114992665,4.37795900307245,5.11724428169717,4.89047831114547,4.03485587091533,3.70214530656153,3.88841969202512,3.50271822613287,4.7946907298369,4.06419123138138,3.79700136081165,4.43171362107074,4.2757601792801,3.33124680619256,4.32883358152428,4.51164826991457,4.2376607715659,3.24769754648079,4.63987517574632,3.67188978842775,3.8256900121166,3.53588974355853
3.85013794609401,4.3614289917134,4.43152576804614,3.59452713558562,3.95180027114947,4.01152866386267,4.41468361326891,3.80950731348309,4.89430176129011,3.84979773597113,3.60961222795957,3.4812618554476,3.25833467414665,3.46407268004268,4.45975984953224,3.09849911015596,3.42788849310228,3.46151172876368,4.9190921059747,4.9977678706707,4.36345096841559,4.75915770401546,5.12444138259114,5.07491194348454
3.88266668440236,3.08892897623837,3.04976524155641,2.6277045967967,2.49156030929267,2.57473214411992,3.58145608243274,2.94298432512287,2.77265945845055,2.96785597871312,3.35369427118667,3.66979990675309,2.76320944390317,2.56930120097077,3.01343522456963,3.30881895340611,2.56352016370144,3.21926594362791,3.84437715553331,2.39056612301061,3.27439973576656,2.30209285504594,4.03037605219315,3.35982588357048
2.96695452914652,2.67139334576148,2.949283824416,4.20375865575913,4.25055653349559,3.83801919846096,2.51678738408943,3.6113381092248,2.27786663956638,3.05092116404496,3.31908428657023,2.87371114110604,2.61399783428143,3.54100508156204,3.19691452144672,2.50312891432629,3.38036900661039,2.7912541210367,2.8526870334756,2.82827570877482,3.05097200746593,3.10360924904201,3.5551245043084,3.89614674295573
5.7099944638323,4.49068319656334,5.26834426257709,5.89072497991569,5.2836827139237,5.5463326865552,5.62075598247727,5.80914471993202,4.9431937220313,5.29021184697183,5.69288021352688,5.27562025372545,5.80912090973994,6.00227327068988,5.58255896079282,5.74940310626321,5.50297011944359,5.69697777344627,4.76599676703289,5.35435308781447,5.11785660245634,4.755055983586,5.98786509436006,5.66544679632953
4.91086044720646,4.60570390837599,3.68374170117907,4.82221437525651,3.95113165808845,3.2011356771699,4.96487272488213,4.17424342088976,4.68395135389454,4.62692307457837,4.69387956502144,5.46559864880299,4.24004957149361,4.44564193398055,4.08693182235253,3.97675215158961,4.44427620289181,4.35454027256489,4.86595783420538,4.21311904186901,4.93984362648372,4.64801593258327,4.3953429505364,4.84050115976434
3.21393473184271,2.60186259325238,2.24616556659121,2.05306644449702,3.23018329038124,2.07559754963859,3.33389541355196,3.74512335685512,3.52491099940188,4.28929113275253,3.08050807977554,3.2758531752506,4.23674189678335,3.8492793584695,4.80484893348694,4.33966965997945,3.90202502338701,3.37464122894911,4.13505679497911,2.9014409604862,3.77009307284253,3.11011215228915,3.1852888186787,2.98200240295816
