"RESP_ID","ITEM_ID","RATER_ID","RESPONSE"
5,1,3,-4.26669870890376
5,1,4,-11.5273140322926
5,1,5,-6.93134747764415
5,1,6,7.76221734224023
5,1,7,1.1933963733311
5,1,8,10.1240979117244
5,1,9,6.43062500769843
5,1,10,-2.37330866292581
5,2,1,-8.93694461897373
5,2,2,4.33098813963828
5,2,3,-1.86358502650116
5,2,4,2.35956320494154
5,2,5,-0.230623525457701
5,2,6,10.4402117159043
5,2,7,10.1598094137222
5,2,8,4.2889457052412
5,2,9,10.8238768600596
5,2,10,-5.09997359640531
5,3,1,-24.3638787228372
5,3,2,-6.182464361003
5,3,3,-18.4079636310544
5,3,4,-11.5615247613991
5,3,5,-9.82439316632898
5,3,6,0.258537943164082
5,3,7,-3.735873342647
5,3,8,-2.06365814706167
5,3,9,-6.23791177664657
5,3,10,-16.7920563649181
5,4,1,-7.98904878217758
5,4,2,4.5060371849872
5,4,3,-12.2692184962284
5,4,4,-2.00685889367801
5,4,5,-8.53759143560891
5,4,6,4.45468303102097
5,4,7,9.72815157362329
5,4,8,9.9382449946171
5,4,9,3.38213369380827
5,4,10,-7.46812854285191
5,5,1,-3.82701096174384
5,5,2,4.62517731072474
5,5,3,-3.34975145290603
5,5,4,1.39262632530837
5,5,5,-3.49357545654327
5,5,6,13.0807263531704
5,5,7,8.9677558977712
5,5,8,9.00759153309577
5,5,9,12.4082134918644
5,5,10,-2.03528628730019
5,6,1,-6.82072828709895
5,6,2,-2.1793237344969
5,6,3,-4.5888270269082
5,6,4,-3.48606883499746
5,6,5,-5.72240669912244
5,6,6,-0.267290827494337
5,6,7,5.81861453402533
5,6,8,7.49776874019982
5,6,9,1.55268363462793
5,6,10,-11.6205610218024
5,7,1,-9.91814137090682
5,7,2,0.872546880367447
5,7,3,-14.0307818903332
5,7,4,-4.86002744125549
5,7,5,-6.64102505165728
5,7,6,1.13740248486637
5,7,7,0.00375310933805961
5,7,8,7.80458251779721
5,7,9,3.16116473535374
5,7,10,-5.88606345998511
5,8,1,-2.60662406257509
5,8,2,0.384510159503104
5,8,3,-3.08759492161987
5,8,4,-1.67636342586592
5,8,5,-3.64777108984986
5,8,6,12.3314559171512
5,8,7,3.39103977611119
5,8,8,8.51401896104322
5,8,9,6.68750450556515
5,8,10,-0.26456107092615
5,9,1,-8.29573357608277
5,9,2,-0.395645532406229
5,9,3,-9.01299840720519
5,9,4,0.366192657650558
5,9,5,-2.29978603382112
5,9,6,8.7302788048131
5,9,7,5.35455443736645
5,9,8,3.62683954990931
5,9,9,4.945015414367
5,9,10,-6.82825569491323
5,10,1,-9.67216840501861
5,10,2,-2.71137508593326
5,10,3,-6.56442066699449
5,10,4,-1.219483077517
5,10,5,-4.93751226720034
5,10,6,6.34243204253514
5,10,7,8.83757311880172
5,10,8,5.73472657078875
5,10,9,3.65148715831304
5,10,10,-2.80698167800689
6,1,1,-9.8956162688629
6,1,2,4.90136621258853
6,1,3,4.07414163699356
6,1,4,-5.10891996664783
6,1,5,-0.216632447775279
6,1,6,-2.25513673642607
6,1,7,-4.73277757842675
6,1,8,0.0791988201856347
6,1,9,-2.97352789303042
6,1,10,-1.43582938766676
6,2,1,-8.93389370639331
6,2,2,8.24307591768808
6,2,3,8.79963696393696
6,2,4,6.93957243334859
6,2,5,4.64322529009227
6,2,6,-3.64877252531816
6,2,7,-3.07241900895242
6,2,8,-2.65888619187683
6,2,9,-0.980303138022578
6,2,10,1.02068829252287
6,3,1,-15.4281472386577
6,3,2,1.66398385291115
6,3,3,3.5395894654479
6,3,4,-0.111628517413502
6,3,5,-0.823166741135158
6,3,6,0.59131721089515
6,3,7,-1.16628265202985
6,3,8,1.93684464164354
6,3,9,-1.3022584451926
6,3,10,-2.68165779122065
6,4,1,-3.85370831623836
6,4,2,13.7154896927945
6,4,3,6.46823303015832
6,4,4,3.05893838754512
6,4,5,6.60898917894734
6,4,6,-0.45159036902364
6,4,7,6.1426170572207
6,4,8,6.16990884742628
6,4,9,0.600241262543284
6,4,10,8.83903420550748
6,5,1,-4.35016027382661
6,5,2,11.3345424670415
6,5,3,2.60453718066451
6,5,4,2.22486025860023
6,5,5,-1.22140462497633
6,5,6,9.93756396984278
6,5,7,7.39514480741071
6,5,8,3.50290000063741
6,5,9,5.45804442413339
6,5,10,3.75900648167713
6,6,1,-16.0132559146811
6,6,2,-3.16278717493063
6,6,3,7.23170645907348
6,6,4,-3.81244273748829
6,6,5,-4.64066156031854
6,6,6,-5.65809238050669
6,6,7,-0.748122292768074
6,6,8,-1.61457268656604
6,6,9,-0.251598261355948
6,6,10,-5.95791447215326
6,7,1,-17.3835119812186
6,7,2,0.360901310280596
6,7,3,-0.441217841655185
6,7,4,1.49183451905169
6,7,5,-1.58197755855566
6,7,6,-0.645359700772809
6,7,7,-6.30771990501438
6,7,8,-6.80734518623559
6,7,9,-7.1198192345553
6,7,10,-2.57494484063704
6,8,1,-9.64635808788462
6,8,2,4.98635527924086
6,8,3,12.3940736951431
6,8,4,2.63188705356435
6,8,5,3.51462240937459
6,8,6,4.696793595274
6,8,7,4.59068247347933
6,8,8,1.94659160421383
6,8,9,2.08512725782466
6,8,10,7.09734749791577
6,9,1,-8.95575584319997
6,9,2,7.21511322199456
6,9,3,10.1807514183909
6,9,4,1.91098309304155
6,9,5,-1.97998780697261
6,9,6,3.17932222816231
6,9,7,5.68941735770857
6,9,8,4.48895648551698
6,9,9,-0.528606344489535
6,9,10,1.54383653665166
6,10,1,-11.9890217236096
6,10,2,1.43873197602289
6,10,3,6.44162850750793
6,10,4,-2.12457228540239
6,10,5,1.28864362070857
6,10,6,-3.44100443008689
6,10,7,3.16566298507664
6,10,8,2.03020507643219
6,10,9,-1.59877815230158
6,10,10,-6.65683181874078
7,1,1,-12.012779798251
7,1,2,-3.61344280528099
7,1,3,2.85171359844241
7,1,4,-2.99046332399182
7,1,5,3.77116003185701
7,1,6,7.59648580698874
7,1,7,-7.7620787750807
7,1,8,10.6491352484306
7,1,9,-6.89710777844094
7,1,10,-2.2739793204269
7,2,1,-6.92210405317086
7,2,2,7.02335279491329
7,2,3,15.1602329824815
7,2,4,10.2843035261779
7,2,5,4.47576966838985
7,2,6,1.32888478991895
7,2,7,-7.83400582077869
7,2,8,8.55904616272236
7,2,9,-3.84399750085879
7,2,10,2.47599629630178
7,3,1,-13.958960975331
7,3,2,-6.04518698260334
7,3,3,5.66110372827869
7,3,4,2.11166619618273
7,3,5,0.363866454021935
7,3,6,2.09470494841542
7,3,7,-9.18761073910861
7,3,8,6.46476907093125
7,3,9,-6.4258782229807
7,3,10,-2.89210743298092
7,4,1,-8.26848713195808
7,4,2,4.02938880395977
7,4,3,5.19625502290231
7,4,4,3.06085138293756
7,4,5,2.18534591476312
7,4,6,4.43347357476321
7,4,7,-2.15370634115605
7,4,8,12.5783120070024
7,4,9,-2.38380247931587
7,4,10,3.1598481057236
7,5,1,-10.8834922566481
7,5,2,-2.83003682464398
7,5,3,0.855608536687898
7,5,4,2.66113703010046
7,5,5,0.854407494011152
7,5,6,1.98042214787576
7,5,7,-12.2724777999537
7,5,8,3.95049868331821
7,5,9,-0.537278360712337
7,5,10,1.43761023788786
7,6,1,-10.7856570882202
7,6,2,2.89113564898455
7,6,3,8.46095938601894
7,6,4,5.57637959268793
7,6,5,7.22038191375374
7,6,6,5.16774892866012
7,6,7,-8.15726865513241
7,6,8,13.6213426848285
7,6,9,-1.42393657902785
7,6,10,2.54840410099426
7,7,1,-12.9694335535755
7,7,2,-1.54598009966884
7,7,3,4.76353847332367
7,7,4,5.58471028815089
7,7,5,3.08833301252477
7,7,6,-4.77310286109162
7,7,7,-10.9172031373731
7,7,8,3.87798381341911
7,7,9,-7.34969046447693
7,7,10,-6.08705481056054
7,8,1,-1.14092316370886
7,8,2,3.59467402238654
7,8,3,14.4367609710967
7,8,4,11.6748098712694
7,8,5,8.5515191363189
7,8,6,10.9939821528261
7,8,7,-4.07662677656021
7,8,8,11.9404601123422
7,8,9,1.78020352864052
7,8,10,9.53059532879717
7,9,1,-8.2240954909535
7,9,2,-2.4766862939939
7,9,3,7.8454502883631
7,9,4,10.5629281878231
7,9,5,-0.230293383517786
7,9,6,8.27147051742238
7,9,7,-3.35936953663849
7,9,8,8.59624197017283
7,9,9,-2.76382465128996
7,9,10,-3.27518714142461
7,10,1,-9.01900876417771
7,10,2,-3.19686880347311
7,10,3,6.20280916620242
7,10,4,7.54280202968042
7,10,5,5.27040832138814
7,10,6,-2.07218519783181
7,10,7,-2.13034081120364
7,10,8,11.726646430431
7,10,9,-3.35614666421808
7,10,10,-5.10948392123336
8,1,1,-2.61723076702046
8,1,2,9.95273521418424
8,1,3,-0.871623547664516
8,1,4,-7.97961414258832
8,1,5,-2.71390317953929
8,1,6,-4.58451019859233
8,1,7,8.21543131162135
8,1,8,0.561334684369073
8,1,9,3.45792370062965
8,1,10,3.46760803255615
8,2,1,-1.3659234582539
8,2,2,20.9985418176233
8,2,3,7.82011894949851
8,2,4,3.29977789387408
8,2,5,7.78873141512401
8,2,6,2.12779257762017
8,2,7,9.46664079568021
8,2,8,1.57747648251211
8,2,9,8.75514000389627
8,2,10,1.72787081719559
8,3,1,-6.17584376393618
8,3,2,13.8789174097708
8,3,3,7.15798100240238
8,3,4,-0.878876645130097
8,3,5,4.09208514113655
8,3,6,-0.934906723470383
8,3,7,8.35619550349116
8,3,8,4.62572016925583
8,3,9,8.05926062074223
8,3,10,6.35608880997552
8,4,1,-0.346243325322933
8,4,2,18.8507798870585
8,4,3,7.74064304425688
8,4,4,1.21981478856742
8,4,5,-0.285504326003663
8,4,6,-2.24620869906944
8,4,7,9.65109059740372
8,4,8,4.97310030917294
8,4,9,4.68107929175602
8,4,10,6.41979307815157
8,5,1,0.484507527611631
8,5,2,13.8917868539425
8,5,3,3.63108615662314
8,5,4,3.19462663505779
8,5,5,5.28461313799599
8,5,6,-0.582259752070632
8,5,7,11.4307020739776
8,5,8,4.24525197883352
8,5,9,18.3964615263925
8,5,10,6.59950924479664
8,6,1,-3.11595046433037
8,6,2,7.95038044156935
8,6,3,8.04318840607555
8,6,4,-6.47275181008789
8,6,5,-4.44915526399831
8,6,6,-7.87399796997981
8,6,7,5.27185117977232
8,6,8,1.60565865790122
8,6,9,5.25940297201481
8,6,10,-2.03015506933781
8,7,1,-2.04207837319522
8,7,2,17.032795090858
8,7,3,4.97639831948553
8,7,4,1.15023378709673
8,7,5,3.55957125619892
8,7,6,-4.84328463643923
8,7,7,9.72834878355296
8,7,8,2.89822107940014
8,7,9,8.71904749164512
8,7,10,4.21671697331542
8,8,1,5.04208098855577
8,8,2,16.7532756160901
8,8,3,13.7214787594098
8,8,4,-0.703353695761213
8,8,5,11.2193868931296
8,8,6,6.58988226152431
8,8,7,18.678378774152
8,8,8,6.69258972140389
8,8,9,12.714516706119
8,8,10,10.791121461877
8,9,1,-1.69090346985143
8,9,2,12.5175590762264
8,9,3,9.37917989047312
8,9,4,6.46045287213513
8,9,5,0.272170086457624
8,9,6,1.22620688722448
8,9,7,17.508054958755
8,9,8,7.91774605233997
8,9,9,12.091618113641
8,9,10,11.2346536619341
8,10,1,-9.85434354618465
8,10,2,10.5856604613524
8,10,3,3.22784700767596
8,10,4,-1.29721922748294
8,10,5,6.02519389633417
8,10,6,-7.80401656006882
8,10,7,8.09396915457346
8,10,8,1.05285113190109
8,10,9,2.14302325786536
8,10,10,-2.97527306021121
9,1,1,-0.379078422596989
9,1,2,5.90938694240542
9,1,3,4.25631677689889
9,1,4,0.695638900614223
9,1,5,11.6847560182484
9,1,6,4.3950872857669
9,1,7,13.1615622663977
9,1,8,3.62709491294674
9,1,9,5.83527250946377
9,1,10,2.02825636690547
9,2,1,1.71219603439451
9,2,2,10.1169093774558
9,2,3,4.89637286104539
9,2,4,11.9156584635001
9,2,5,12.6120524715538
9,2,6,9.4741659319679
9,2,7,16.3524998924483
9,2,8,2.69607524832681
9,2,9,5.11646310216958
9,2,10,1.83377666929819
9,3,1,-8.09513150479523
9,3,2,-1.03710945356849
9,3,3,-4.08609224513818
9,3,4,0.553603655109546
9,3,5,12.9701932665244
9,3,6,9.26567195772338
9,3,7,4.32270875831556
9,3,8,-0.303713620228678
9,3,9,1.31066306336579
9,3,10,-0.0646710878868527
9,4,1,-4.98204619419423
9,4,2,8.7293227802004
9,4,3,-0.0418578189604668
9,4,4,2.40525156247038
9,4,5,8.23654187734779
9,4,6,2.48978789134097
9,4,7,9.5851285038416
9,4,8,2.58693557240771
9,4,9,-3.30658169868455
9,4,10,1.13777328131475
9,5,1,3.48492859300754
9,5,2,7.9014660436501
9,5,3,-2.38415088405413
9,5,4,0.849843165347523
9,5,5,10.263190735253
9,5,6,11.3308018504075
9,5,7,8.4165984269012
9,5,8,-0.764731098762865
9,5,9,7.91182437383339
9,5,10,3.60702364267897
9,6,1,-9.75858614481508
9,6,2,0.166766723754661
9,6,3,-3.35389808407009
9,6,4,-2.32155036971521
9,6,5,9.78037752137728
9,6,6,-1.45990744410677
9,6,7,4.02890659444196
9,6,8,-8.53925523650975
9,6,9,0.893236175775962
9,6,10,-5.34267658433056
9,7,1,-4.68065675830798
9,7,2,8.85667613718389
9,7,3,-1.07766740443101
9,7,4,1.96687939743745
9,7,5,9.67113930875685
9,7,6,5.37583739828923
9,7,7,5.45535607900313
9,7,8,-1.04468137645148
9,7,9,0.732374518489959
9,7,10,-3.92469880321361
9,8,1,-3.02897060986797
9,8,2,2.65022804831177
9,8,3,6.06488522874233
9,8,4,3.42825815306439
9,8,5,15.6260011346023
9,8,6,7.99356978667211
9,8,7,14.2841553737893
9,8,8,-2.39166393365552
9,8,9,-0.825468540084839
9,8,10,5.36173965313469
9,9,1,3.38128674814707
9,9,2,5.06077309282195
9,9,3,-0.458069577211944
9,9,4,2.94122164708729
9,9,5,12.2711927983722
9,9,6,11.5628096089754
9,9,7,16.2913830841938
9,9,8,-1.59807509274721
9,9,9,8.58253262620058
9,9,10,5.79337801888951
9,10,1,-2.68280126005024
9,10,2,7.17516556093785
9,10,3,5.05594506986348
9,10,4,7.93341983036648
9,10,5,15.2279688650642
9,10,6,0.324835315736068
9,10,7,10.1836768111029
9,10,8,2.16304891026736
9,10,9,-2.57703489908898
9,10,10,0.585770065861912
10,1,1,-1.3959488674985
10,1,2,8.45501315090974
10,1,3,-2.08402834251093
10,1,4,1.88121759624209
10,1,5,-6.25563383481047
10,1,6,9.8935053089762
10,1,7,6.91344672530091
10,1,8,4.19852822581711
10,1,9,-4.43544863446361
10,1,10,-1.07344691542183
10,2,1,0.749082160471522
10,2,2,8.51830711164346
10,2,3,-0.59350602144537
10,2,4,10.4660248068154
10,2,5,0.63985820092535
10,2,6,7.55622962179106
10,2,7,8.44611437371551
10,2,8,0.159369248407502
10,2,9,-3.44307464445621
10,2,10,0.862308813349989
10,3,1,-14.5145314787961
10,3,2,-3.42352196567646
10,3,3,-7.51951420417924
10,3,4,0.122581540153913
10,3,5,-4.44220759194683
10,3,6,3.47188248231679
10,3,7,-0.160710097470796
10,3,8,3.66897407204162
10,3,9,-4.91848364431552
10,3,10,0.507372440129638
10,4,1,-1.4549419210087
10,4,2,10.2041916289094
10,4,3,1.92976365616219
10,4,4,3.97706406998356
10,4,5,-0.437751423408891
10,4,6,7.22139347755925
10,4,7,11.266576232101
10,4,8,7.14710689846377
10,4,9,1.19068923816449
10,4,10,5.16420698424522
10,5,1,3.29447963941784
10,5,2,9.15817424646286
10,5,3,-1.34258382777906
10,5,4,6.55578016924158
10,5,5,2.91474660444467
10,5,6,15.0689910138857
10,5,7,11.8330859928647
10,5,8,4.61148394949238
10,5,9,3.61924276768474
10,5,10,7.89690514357579
10,6,1,-8.96002758780502
10,6,2,4.50410249970669
10,6,3,-3.59329220158294
10,6,4,6.63538995685041
10,6,5,-1.00972215342522
10,6,6,6.75047678202639
10,6,7,3.1001897761508
10,6,8,3.54897870998596
10,6,9,-0.920436159300292
10,6,10,-0.277554083048676
10,7,1,-5.22650792035767
10,7,2,4.2811101340967
10,7,3,-4.35257931138888
10,7,4,4.87384846650767
10,7,5,3.87018536123458
10,7,6,5.91258529523571
10,7,7,6.02854703850106
10,7,8,6.47258440169846
10,7,9,-1.7171622547908
10,7,10,2.3976933448998
10,8,1,2.13237069863919
10,8,2,10.0483779985435
