"RESP_ID","ITEM_ID","RESPONSE"
17,10,4.42677541706387
18,1,-1.0416160003304
18,2,9.97375787704079
18,3,3.74906172364918
18,4,6.26069102399065
18,5,2.9339544871728
18,6,5.66795889240342
18,7,7.49484037206047
18,8,4.16519674589357
18,9,4.17093560720897
18,10,7.2761058442795
19,1,-2.74119690930696
19,2,8.66606103167523
19,3,1.11849579897899
19,4,8.83646226240108
19,5,2.18713926675881
19,6,6.86392012771793
19,7,7.91688845741356
19,8,4.71532969216069
19,9,2.37213686339427
19,10,10.8993204191468
20,1,-1.09078170003683
20,2,9.0330781500608
20,3,1.96598554668224
20,4,5.91496633074698
20,5,5.76484830916854
20,6,5.17964632788336
20,7,8.50395700398388
20,8,6.95787099053238
20,9,6.72909895598619
20,10,9.50761255908589
21,1,-0.0703136688717927
21,2,7.45396804858168
21,3,3.88722001746673
21,4,10.109250652405
21,5,7.69443552772268
21,6,7.51697844557581
21,7,11.1548601991124
21,8,8.65842742506297
21,9,3.71135784833834
21,10,12.2999932957857
22,1,1.03299699020594
22,2,8.77762376427221
22,3,1.78059326116593
22,4,1.3007270678013
22,5,4.04131363517664
22,6,5.45526517148788
22,7,3.74976991014998
22,8,3.2593720409306
22,9,2.86606642368246
22,10,9.69322705448331
23,1,0.174698868855828
23,2,11.960823523911
23,3,3.89308922223359
23,4,6.32566413320636
23,5,1.91151914054241
23,6,10.6012926440467
23,7,9.12118428575203
23,8,6.6244753118524
23,9,5.7541433400694
23,10,6.89448523382589
24,1,-1.61971558068304
24,2,6.51551072566749
24,3,-2.10350342437956
24,4,7.00454921674319
24,5,1.40692760419916
24,6,3.62436388397698
24,7,6.19902840626006
24,8,3.41382803518008
24,9,5.09811609396394
24,10,7.96902913227938
25,1,-1.23144003812825
25,2,8.24440054398829
25,3,-1.27173037759067
25,4,2.54579295775556
25,5,5.52393546938216
25,6,9.59739935794243
25,7,7.28123494160653
25,8,3.06406069621173
25,9,3.04635324460837
25,10,8.92212732431569
26,1,1.39732723923173
26,2,10.7160167425687
26,3,-1.56595509095426
26,4,6.56929276437785
26,5,3.47158996559283
26,6,8.75269950479774
26,7,7.17885110622038
26,8,0.542173128310405
26,9,7.34270174527713
26,10,7.46090724448804
27,1,-3.29056946761115
27,2,5.97593544752543
27,3,0.952075875052451
27,4,7.68464624399417
27,5,4.27405429064093
27,6,5.82477643658067
27,7,6.25487813643147
27,8,5.66886514097049
27,9,1.46952510878976
27,10,7.47295147958503
28,1,3.03083925330053
28,2,10.6389131145069
28,3,4.12417561325387
28,4,12.85285574055
28,5,7.28286809037698
28,6,7.74801926780674
28,7,10.8805597435724
28,8,7.97708873763504
28,9,8.59976409117705
28,10,9.40001247049033
29,1,1.95351287478281
29,2,9.14421424506143
29,3,1.13555162669547
29,4,6.70249855049379
29,5,2.82760414081736
29,6,7.48146296392631
29,7,10.4906769369945
29,8,2.69755683113097
29,9,5.11254012361248
29,10,8.91856347246487
30,1,-0.586317511205185
30,2,7.39756931183959
30,3,-2.1446732768369
30,4,3.43857517114273
30,5,1.33334469432655
30,6,3.83816928926318
30,7,8.37288309403877
30,8,2.89955611683491
30,9,2.10248587541588
30,10,11.4148810672245
31,1,-5.66583719131512
31,2,4.68621166354985
31,3,-0.763881203207731
31,4,0.336450505103698
31,5,-0.894402347789322
31,6,4.13385451431116
31,7,5.74552642930057
31,8,3.74214034583697
31,9,1.96423396420401
31,10,6.98146858839711
32,1,-2.43936288173715
32,2,4.98433724505633
32,3,1.64029223465162
32,4,3.65729386713441
32,5,1.99015052168796
32,6,0.080434303319171
32,7,6.22085489571436
32,8,2.63233794666938
32,9,3.2055983557014
32,10,8.593449668693
33,1,-3.03623123173219
33,2,7.75432017849127
33,3,1.96572717745735
33,4,4.20454977615877
33,5,1.23447456358711
33,6,1.5587788332908
33,7,8.3002915979123
33,8,6.02686424763214
33,9,2.00141395700293
33,10,3.04419664552731
34,1,1.87680325988668
34,2,13.6191816129374
34,3,4.23687582899768
34,4,8.22093910047233
34,5,4.04829443426167
34,6,8.83696046417513
34,7,13.0834247947657
34,8,5.67301362007743
34,9,12.0379501148084
34,10,12.4730480307354
35,1,3.01544964784666
35,2,12.9348072040339
35,3,2.91589299305615
35,4,8.01281435450047
35,5,5.19754588235675
35,6,7.71160746930654
35,7,11.8567547156572
35,8,7.97235774973508
35,9,8.45213714360813
35,10,9.85613954910954
36,1,0.523968224249779
36,2,9.86887898219956
36,3,-0.85126092230806
36,4,7.40413801799111
36,5,-1.95924802896065
36,6,4.84974709228962
36,7,6.82746590790082
36,8,0.983728127737761
36,9,5.07725906711805
36,10,6.51146688470184
37,1,-0.641206633931767
37,2,10.8018575527819
37,3,1.70021946792079
37,4,6.01589036363359
37,5,0.73255135059599
37,6,5.79341829228992
37,7,9.06040832397169
37,8,10.1396448120477
37,9,5.57061931482057
37,10,7.73787605049002
38,1,-2.5200022095632
38,2,7.38008148077269
38,3,2.10389929180973
38,4,5.42646671277336
38,5,1.53882705401163
38,6,7.12133061598284
38,7,10.7259582563938
38,8,6.68455123705893
38,9,3.90273884557142
38,10,11.4881604091954
39,1,-2.00749944702457
39,2,7.09933289776047
39,3,-1.25039403131375
39,4,6.90113520167594
39,5,0.876681492802273
39,6,6.35266696319117
39,7,7.77532406308673
39,8,4.23563743561993
39,9,1.69727553561806
39,10,10.1542085453409
40,1,-1.79616983202463
40,2,4.8674524161332
40,3,1.56725004153751
40,4,1.52489879002239
40,5,3.46216198893786
40,6,-0.0844843822276502
40,7,7.54558507618646
40,8,2.80910828551946
40,9,-0.152555170588172
40,10,7.8435864141603
41,1,2.58709491541709
41,2,10.3505294710955
41,3,1.11132853076686
41,4,9.19899723426389
41,5,5.64776533344355
41,6,6.67257276136414
41,7,11.7661675921222
41,8,7.99430106965922
41,9,7.90948435732279
41,10,10.602214706118
42,1,1.2864898420893
42,2,7.73038703864669
42,3,2.48898206644942
42,4,6.74022844268435
42,5,4.61428415614671
42,6,7.43530396775468
42,7,6.99454189601378
42,8,4.95734254350912
42,9,3.18472081726302
42,10,8.70500309999919
43,1,-0.0765848702462373
43,2,6.94086095639075
43,3,3.41332186918793
43,4,7.77662257183016
43,5,2.83733927832702
43,6,4.01583867606491
43,7,10.2703157168157
43,8,4.89550792013342
43,9,5.27525259155438
43,10,10.1126717756155
44,1,0.947684522031446
44,2,7.57234126879741
44,3,-1.33201218247491
44,4,8.49954211613563
44,5,3.14125111652868
44,6,4.57740789010438
44,7,9.05437329031807
44,8,5.99454447303898
44,9,7.18219820496558
44,10,9.25651815065265
45,1,2.0217935283249
45,2,6.79596254504
45,3,1.24212735020618
45,4,4.62670821637479
45,5,2.33386559482104
45,6,4.92476386005673
45,7,7.18624490315856
45,8,6.7923049058592
45,9,4.24018922392063
45,10,12.2269917882007
46,1,3.29673149080984
46,2,9.5724093509858
46,3,2.40307545452266
46,4,8.33867163445799
46,5,5.31591474877118
46,6,9.79394061615048
46,7,8.63047293364822
46,8,8.48576859040921
46,9,6.93180206866398
46,10,11.9761609207677
47,1,2.16586784006799
47,2,13.3870905328317
47,3,2.34079304544109
47,4,8.05972673247567
47,5,4.30895657003671
47,6,7.60991574127868
47,7,13.0901699433097
47,8,3.41790025104405
47,9,5.52289481272208
47,10,12.8112482998672
48,1,2.60020128706526
48,2,7.17344946870323
48,3,2.21646721228496
48,4,6.09659528778754
48,5,5.66773521229097
48,6,5.34814145192695
48,7,6.04704096923843
48,8,5.63935848370457
48,9,5.24769120896431
48,10,6.89611108521764
49,1,-1.51888573793552
49,2,5.06942688643222
49,3,1.69701436284688
49,4,8.66536573268611
49,5,3.87081390595312
49,6,7.82567528685631
49,7,9.4036876308069
49,8,9.96722402584383
49,9,9.28996846113214
49,10,11.7008604764225
50,1,1.38346467445031
50,2,11.8743157135608
50,3,1.95955823864439
50,4,9.06364880283129
50,5,7.62215633674035
50,6,8.50891112176958
50,7,12.4184783418724
50,8,7.63585312519858
50,9,6.30771427157789
50,10,10.7359734104335
51,1,1.02479999441944
51,2,8.61748508427979
51,3,1.78096395239108
51,4,8.51439820692397
51,5,0.993236517504504
51,6,8.10547638297763
51,7,9.09370388761278
51,8,7.76071208469033
51,9,5.18427971679939
51,10,4.31054532460242
52,1,3.47267642301943
52,2,11.0227879547823
52,3,5.37851164891843
52,4,11.0104369822348
52,5,3.93153600711704
52,6,8.35146085490562
52,7,11.1998975268354
52,8,4.83127951546088
52,9,3.1288809153817
52,10,9.56757330610175
53,1,-1.34319105313857
53,2,6.16700845858902
53,3,2.17577191747923
53,4,8.31065828672193
53,5,3.92785870810283
53,6,4.98723740316981
53,7,9.95857073566915
53,8,2.51552665912651
53,9,4.56790380434461
53,10,5.61067850055389
54,1,-1.56800278130511
54,2,5.79370909919236
54,3,2.07389766957882
54,4,8.15344206791431
54,5,2.32870362386801
54,6,5.5404345380726
54,7,11.0107849866487
54,8,0.869670695764308
54,9,4.9953356548007
54,10,8.28061737082477
55,1,-0.154096071918673
55,2,13.1860388121207
55,3,2.35659982077366
55,4,9.20361957458083
55,5,2.05745754646401
55,6,8.77500835498963
55,7,10.0451750987454
55,8,6.94962501322515
55,9,4.59209542537509
55,10,10.5578699857034
56,1,1.17182387966343
56,2,8.42668825333621
56,3,-0.0642469848129601
56,4,1.08279866292226
56,5,6.08369625863361
56,6,8.10795151650608
56,7,9.69378290766815
56,8,3.78020822413562
56,9,3.73536563114448
56,10,7.99757793001164
57,1,-0.053190974512805
57,2,9.07414931577692
57,3,0.856878348944142
57,4,3.98481503814359
57,5,4.38546847182516
57,6,4.02084492321781
57,7,6.00542553206585
57,8,7.20127698469268
57,9,1.25930309370881
57,10,6.88562509579874
58,1,-4.5542850307542
58,2,7.73959515085815
58,3,-1.101909721668
58,4,4.13792502843637
58,5,2.24377182398563
58,6,5.96833053527168
58,7,5.62955064026614
58,8,3.38391997333509
58,9,1.42234536780969
58,10,8.39052764272397
59,1,-2.44932187134859
59,2,9.66706043831201
59,3,2.77662931623072
59,4,7.19058692420226
59,5,-0.289894693045992
59,6,7.86420110346832
59,7,11.0565955967394
59,8,3.84252158333703
59,9,6.67446357788052
59,10,9.94872212125768
60,1,1.54486032162496
60,2,9.49125420403401
60,3,-1.3625188075862
60,4,8.01296971132665
60,5,1.97474756523484
60,6,2.74966780329204
60,7,11.5133606218413
60,8,2.20762819109571
60,9,3.80869647132661
60,10,7.08776189903272
61,1,-4.36537660341673
61,2,6.14870673922978
61,3,-1.02229075188197
61,4,5.31981454935801
61,5,3.89524632045848
61,6,2.91468788608425
61,7,6.39179378648594
61,8,3.38554631210889
61,9,5.00346394394728
61,10,6.6548699642757
62,1,-2.21759642655309
62,2,6.88616839778322
62,3,1.80794011845555
62,4,6.52077523818696
62,5,2.69496146807525
62,6,7.37574233729949
62,7,8.79967500998663
62,8,4.29533354658492
62,9,1.04626050147711
62,10,8.7442355784262
63,1,2.10047364389242
63,2,9.60082684157556
63,3,-0.00438060828259368
63,4,6.50530366813408
63,5,-0.0822074114801441
63,6,5.50470430507011
63,7,8.83044534776885
63,8,2.3313658866948
63,9,3.47850671531904
63,10,5.87381993908793
64,1,0.687499073749893
64,2,10.1134372099727
64,3,2.0319657053444
64,4,7.01621323841092
64,5,5.02682320112251
64,6,6.91247892096797
64,7,10.8546561665948
64,8,6.48902308659636
64,9,8.31580007218312
64,10,8.35958532698593
65,1,-1.70079038624252
65,2,7.78929060008727
65,3,1.83208782495156
65,4,2.75068909533026
65,5,2.35556299969649
65,6,7.16277594253381
65,7,6.67393783251598
65,8,3.85614588118095
65,9,2.09300955455821
65,10,6.60202444465779
66,1,-0.914888769367581
66,2,7.32901290970394
66,3,1.43173507820894
66,4,9.15864361352868
66,5,4.79768629517164
66,6,5.09685728356991
66,7,7.12360839352415
66,8,4.85668352381327
66,9,2.84528321479309
66,10,8.02969798719218
67,1,1.17298092299531
67,2,7.242487123322
67,3,1.37780376939273
67,4,4.89254447367704
67,5,5.22327074293701
67,6,7.37211238154487
67,7,8.83151513623621
67,8,6.64941307793969
67,9,9.86807871247759
67,10,10.5180698500924
68,1,-1.5420929017921
68,2,10.9435204674963
68,3,3.73110963926239
68,4,7.42122268710685
68,5,2.32890668397642
68,6,6.45873567965413
68,7,8.70780487553723
68,8,3.83787247795666
68,9,1.1364349135307
68,10,11.702125768429
69,1,-3.09944535794572
69,2,7.98685363004674
69,3,-0.951394089165143
69,4,7.41520143962246
69,5,4.68101678430987
69,6,5.11964757455664
69,7,6.33399003404471
69,8,1.72021859676615
69,9,6.20941566523124
69,10,8.96897386539203
70,1,1.11333063069906
70,2,10.7181991696923
70,3,-1.27778394084098
70,4,6.22654575186125
70,5,4.99885200152197
70,6,9.16769826327879
70,7,11.4055724562788
70,8,6.21075866025527
70,9,3.18903769849329
70,10,6.96695893510983
71,1,-2.74935274688319
71,2,4.50712677810623
71,3,3.05367419184279
71,4,4.22409226742625
71,5,5.30005711176583
71,6,6.22433365224625
71,7,7.7730364101766
71,8,2.0678276442324
71,9,5.60510728187757
71,10,6.50678999348889
72,1,-0.889239537191152
72,2,8.68500524484084
72,3,-0.444244344879972
72,4,10.4401989599627
72,5,5.66941339875388
72,6,6.44799264683833
72,7,8.75006066010788
72,8,9.76943875468241
72,9,5.86810440359856
72,10,10.592223004083
73,1,-2.29839924643374
73,2,12.2074578134706
73,3,-0.240063174564417
73,4,12.3575319818719
73,5,3.01796584224252
73,6,5.9604795749569
73,7,8.39352147493915
73,8,6.51501807047976
73,9,5.54733245167453
73,10,11.4042068588895
74,1,1.78101994977555
74,2,13.2101266096502
74,3,3.4547774359885
74,4,10.4697705899914
74,5,5.62938336601278
74,6,8.43127406343215
74,7,13.0424042389727
74,8,7.42349608779046
74,9,5.38779799232977
74,10,15.2340916091484
75,1,0.831919263210111
75,2,8.00915465704731
75,3,5.50743056263707
75,4,7.65153913370443
75,5,4.59510997562556
75,6,10.4712275705327
75,7,8.04469135257345
75,8,7.58771279827537
75,9,7.84246033093372
75,10,9.46693670443287
76,1,1.97084450848985
76,2,8.52875802324843
76,3,-2.61528955570131
76,4,5.18818428058667
76,5,1.1762493033589
76,6,6.87356011126754
76,7,6.83051237525086
76,8,5.11850622808369
76,9,1.72143285838781
76,10,10.9630719326949
77,1,-3.65611558390863
77,2,7.30047968365172
77,3,-0.353182972704216
77,4,4.42728751509222
77,5,0.787600987644616
77,6,5.25014391166559
77,7,11.3373028229386
77,8,1.05874222572747
77,9,-0.570533148851239
77,10,6.50743417525495
78,1,0.0386432237600058
78,2,6.58670573112274
78,3,-1.23082721240623
78,4,2.55550894224791
78,5,1.5590494856094
78,6,2.54810394491274
78,7,8.6608069495001
78,8,3.94419396837973
78,9,4.85268609910046
78,10,7.70721319079764
79,1,-0.81886451218844
79,2,7.37286871724783
79,3,0.248521672731319
79,4,7.1997018589996
79,5,1.99541702033185
79,6,5.9581507452568
79,7,8.56132936873134
79,8,5.08539858577454
79,9,7.45426779053751
79,10,8.84623241563978
80,1,-4.61001666980075
80,2,2.78687955412071
80,3,-2.58068806292336
80,4,1.93961181482579
80,5,2.31108060469064
80,6,5.02613081660003
80,7,5.25840178169514
80,8,1.90504722108303
80,9,4.41681033838003
80,10,6.84022170502245
81,1,-1.33503407058046
81,2,6.04876695628177
81,3,-3.15289000139829
81,4,3.94620515446564
81,5,1.5819723910909
81,6,3.42212301695654
81,7,4.89894293386308
81,8,1.50551014791337
81,9,0.81292341985547
81,10,6.0550932437745
82,1,5.08954837376749
82,2,11.6084620725511
82,3,7.29092967508095
82,4,11.7266718320368
82,5,6.62507346800597
82,6,9.61588233987436
82,7,14.2535615583959
82,8,7.84386443845165
82,9,11.2505295356469
82,10,11.6469265108991
83,1,-1.42221689402768
83,2,11.1002450681242
83,3,3.05875159963835
83,4,11.6542272464107
83,5,4.68326793156597
83,6,5.74020820908016
83,7,10.6301105119673
83,8,8.77680058697437
83,9,4.86454150368451
83,10,11.5806342200192
84,1,-0.68956715808886
84,2,7.4188719299054
84,3,0.910453519518893
84,4,9.88426395350751
84,5,1.73647840448018
84,6,9.55718469312581
84,7,13.8852230415594
84,8,8.29269686846991
84,9,5.17969182509054
84,10,12.0147761207974
85,1,-2.48805685049158
85,2,8.98821498908185
85,3,-0.811982941499939
85,4,6.47164139674647
85,5,0.929981742509683
85,6,8.44246884411021
85,7,9.77260529992561
85,8,0.994474845062242
85,9,2.24705663421893
85,10,7.86852642488345
86,1,1.89366899912693
86,2,13.3219709851738
86,3,3.83766704074785
86,4,9.16721215588551
86,5,4.6011545330725
86,6,6.59203245995452
86,7,10.4537223579859
86,8,6.7903640703999
86,9,3.40646968051809
86,10,9.00703744278595
87,1,0.595477107143763
87,2,7.08185683922973
87,3,-0.458799110908676
87,4,4.75179899119587
87,5,2.8394873919355
87,6,8.64353588412142
87,7,8.9517575388711
87,8,4.08449182111268
87,9,5.6384957715874
87,10,8.68161372809681
88,1,-0.398647340316423
88,2,7.35536730110829
88,3,0.871762241587226
88,4,7.2622219501591
88,5,1.96984394709695
88,6,6.14500391537754
88,7,7.83937448599358
88,8,2.42414359594199
88,9,3.57165694981126
88,10,6.56001823841384
89,1,-3.38473249856119
89,2,9.35464336195965
89,3,2.36342019530544
89,4,7.54558421864383
89,5,3.30064385422305
89,6,4.21890479969053
89,7,7.20738352014948
89,8,4.18569122259481
89,9,4.74113934291674
89,10,11.712826146953
90,1,-0.880530033958711
90,2,4.35354983670912
90,3,1.0384789518577
90,4,5.22173826596163
90,5,0.613498421203253
90,6,6.97478781405672
90,7,7.19965001200994
90,8,5.67622514776092
90,9,2.48988762720042
90,10,6.72830008216987
91,1,-0.0487095156526481
91,2,7.8829927570777
91,3,6.9938940657196
91,4,7.70653112792572
91,5,-1.77116114751552
91,6,13.342624373958
91,7,9.98746720599872
91,8,7.02994849240241
91,9,5.19514835182563
91,10,11.9987598004285
92,1,2.89747978177448
92,2,9.90595389577506
92,3,5.03785373797934
92,4,6.7488798497291
92,5,5.33852139247812
92,6,8.32315128377466
92,7,9.06847565580015
92,8,5.88038124075894
92,9,6.34569960675876
92,10,10.4564627237677
93,1,0.00491263068063963
93,2,8.22466902081646
93,3,2.64078233693537
93,4,7.65990463115981
93,5,3.89657813845848
93,6,6.92719280527138
93,7,11.3563595025555
93,8,6.7207327408669
93,9,7.82551340869628
93,10,11.7571263370048
94,1,-3.23865686929178
94,2,4.80107582849559
94,3,-1.69251299076123
94,4,2.52985518988562
94,5,-1.02598638917465
94,6,4.44015573949081
94,7,5.70724821164424
94,8,-0.0950487104439444
94,9,5.89034933119819
94,10,8.75138392669249
95,1,1.72811742933659
95,2,7.20586629884439
95,3,1.79972420343005
95,4,5.92451234177491
95,5,4.45350304361384
95,6,12.067151759529
95,7,10.6265549151953
95,8,8.49931206618431
95,9,9.14662553346617
95,10,8.85121559934772
96,1,2.61641426036499
96,2,11.3201272330271
96,3,3.03682202425405
96,4,4.31729751889024
96,5,2.97242321295429
96,6,9.45392185533702
96,7,7.11948833925062
96,8,6.32086960714635
96,9,3.49544175675402
96,10,7.29958825405106
97,1,2.33932831707712
97,2,6.69945145189154
97,3,-1.08127629362619
97,4,6.82664114633842
97,5,3.69090292261725
97,6,8.30331371562094
97,7,6.95883343164352
97,8,3.41706242105878
97,9,6.48731887378981
97,10,7.71187530733705
98,1,-0.460640229166775
98,2,7.85448567060962
98,3,3.33714229060321
98,4,5.3632290461348
98,5,3.15358483423038
98,6,6.14203578716112
98,7,9.55665151773983
98,8,2.06726142930368
98,9,6.20992074139993
98,10,11.0111712215433
99,1,-1.31297892178554
99,2,6.16616050413736
99,3,2.40669951799935
99,4,6.3321513730478
99,5,1.18055840148395
99,6,11.5137631047356
99,7,6.64016702621953
99,8,5.55388978621626
99,9,6.9813847399983
99,10,11.701818790422
100,1,-1.38621434574869
100,2,8.78359692308058
100,3,-0.464845209876223
100,4,9.59409373198813
100,5,3.09620351762311
100,6,6.81643998391274
100,7,10.8817895283941
100,8,3.81072697193174
100,9,1.44541277117256
100,10,6.78096433465448
101,1,-0.861484595365152
101,2,8.07581774206032
101,3,-0.744605412461959
101,4,8.07662006510777
101,5,5.18439878068046
101,6,2.54235290876975
101,7,8.44079714506227
101,8,3.68631911456621
101,9,5.43826787788754
101,10,7.62617147286303
102,1,-3.07099776101911
102,2,5.60316835928301
102,3,0.697256405490149
102,4,6.45021413193588
102,5,4.1006947597349
102,6,9.81665260498893
102,7,7.94659251919769
102,8,2.87229222201792
102,9,6.38285078256071
102,10,3.46321649025833
103,1,-1.18579049354715
103,2,12.6023325614789
103,3,1.27610697097029
103,4,6.44676998038386
103,5,5.47311763738174
103,6,9.75482580566546
103,7,10.5303055874983
103,8,9.91871694076682
103,9,5.70511768170503
103,10,11.4313562063798
104,1,0.650617756617549
104,2,11.1850520004308
104,3,2.81618715970503
104,4,5.53165543834023
104,5,6.27800638763917
104,6,9.46197876217759
104,7,10.9116388002785
104,8,6.65928146926526
104,9,3.78770325669941
104,10,9.14579330357489
105,1,2.68380042847154
105,2,11.3551138142248
105,3,2.5569542778558
105,4,9.57269397769036
105,5,6.29821235696581
105,6,9.85808651224894
105,7,10.8153143641729
105,8,9.34530250427917
105,9,6.54562154249467
105,10,11.4974965314708
106,1,-0.766788825521721
106,2,8.53151421790638
106,3,0.772690408370848
106,4,2.82679368744517
106,5,-0.246795803934924
106,6,3.8236117801673
106,7,5.96861930660393
106,8,-0.455707919955303
106,9,7.03406347913286
106,10,6.36995542057522
107,1,3.75999442608257
107,2,10.9375181129019
107,3,6.03385669003787
107,4,8.33447432705664
107,5,6.7032428793538
107,6,11.2401447510829
107,7,8.21733121551935
107,8,6.71947916662892
107,9,8.49468304568469
107,10,9.69687924745333
108,1,-0.230432998354626
108,2,6.52824659901826
108,3,0.0839314163276467
108,4,5.93787987132445
108,5,0.418249450586716
108,6,6.8843077643296
108,7,9.24566828695436
108,8,4.50157492401783
108,9,7.76927200242321
108,10,9.15214121181747
109,1,1.50553252448977
109,2,5.74089978606212
109,3,3.30470060210277
109,4,6.37674499499836
109,5,2.33550632334514
109,6,7.21613199650364
109,7,9.01760386973797
109,8,4.89871880596731
109,9,6.06579740996075
109,10,12.0938240018281
110,1,-1.58706941892821
110,2,7.73559074991095
110,3,3.23173779633188
110,4,6.59294879619081
110,5,3.35345499073375
110,6,7.2304103434341
110,7,4.10300587600274
110,8,4.2948658231232
110,9,6.05435754254678
110,10,7.42957663177764
111,1,-3.0112249832746
111,2,1.49637746689558
111,3,-1.31253435434895
111,4,1.34609772848711
111,5,-1.71486378352295
111,6,3.75730119425799
111,7,4.29319899434189
111,8,2.27955439759989
111,9,2.8154642711261
111,10,6.34615428751148
112,1,-3.65252449643367
112,2,8.71111109244926
112,3,0.899563824787863
112,4,3.42651830407171
112,5,1.5185695075019
112,6,2.65645330454451
112,7,6.76872796770969
112,8,1.37034337492207
112,9,3.67395028260027
112,10,5.52759906225407
113,1,-1.62453786278507
113,2,9.07663266476577
113,3,-1.90103357726527
113,4,5.0008181548644
113,5,1.31679794194009
113,6,5.63975584488958
113,7,11.5388045470357
113,8,2.53312099975629
113,9,5.58937650031428
113,10,6.4998444094268
114,1,0.644382778567211
114,2,10.0091439741776
114,3,3.39178151170688
114,4,5.68015809926457
114,5,1.02718874545049
114,6,7.71607390393625
114,7,8.66021702368808
114,8,5.86516986462206
114,9,3.34782272328291
114,10,8.53921812298947
115,1,-2.77740422993655
115,2,8.05902032546659
115,3,-0.336304130575425
115,4,7.88410541659517
115,5,2.15402629252008
115,6,7.09388401895057
115,7,10.0013928945337
115,8,2.2578575221539
115,9,3.80245629147013
115,10,9.96916860839851
116,1,0.176404750484432
116,2,10.3911194682455
116,3,3.92030672101475
